17.2153759,17.33675808,17.1808292,17.29474155,234684800
16.83722305,17.2331138,16.82010429,17.20697108,392467600
16.92903328,17.01835701,16.6075267,16.72735303,412610800
16.80796051,16.99221113,16.74197874,16.94116901,317209200
16.91440582,16.97976428,16.76594683,16.76968007,258529600
16.69840431,17.02022165,16.66198935,17.01835337,279148800
16.58698082,16.83161165,16.53002468,16.80142154,304976000
16.67381668,16.88452249,16.49174352,16.49267767,378492800
17.00559616,17.01617758,16.73388677,16.75131635,332561600
17.34702301,17.43541426,17.16961886,17.22750916,391638800
17.25022888,17.33115031,17.17023994,17.27045924,229278000
16.82757759,17.18238604,16.80361231,17.16402396,426739600
17.08901405,17.12013666,16.8197945,16.83753492,328526800
17.16495323,17.34484568,17.04979593,17.14627867,379985200
17.31029701,17.32025678,16.95642285,17.11608659,403239200
16.99563217,17.29286089,16.95454816,17.24244043,429354800
17.13351059,17.2673424,16.98567494,17.12012841,554878800
15.76408386,16.02863269,15.62620458,15.83442222,1065523200
15.58511734,15.7911558,15.51882474,15.68471332,502810000
15.55492783,15.76407955,15.45906842,15.64082913,678501600
15.5804491,15.60939425,15.36102845,15.41175975,464797200
15.60939026,15.80235732,15.53998608,15.64300446,401464000
15.83535004,15.85620371,15.6476753,15.7438472,376681200
15.95361805,16.03734023,15.75629441,15.76594335,328344800
16.04661179,16.07760967,15.89945462,15.96990298,257765200
16.27110291,16.37286016,16.19909111,16.32433003,370280400
16.56259155,16.65652155,16.21849649,16.23916062,345559200
16.78082848,16.83687146,16.57856472,16.61331987,282256800
16.77958107,16.89354991,16.69567206,16.81183138,308100800
17.04602051,17.05917011,16.72571972,16.74012174,307398000
17.03223991,17.09454834,16.94520074,16.98464954,272924400
17.09486198,17.25767188,17.08296314,17.09517467,260251600
16.82497787,17.12304785,16.73042245,17.05604405,313768000
16.63022614,16.81338918,16.56290967,16.6878359,305858000
16.44549942,16.73730723,16.42514797,16.68157525,278784800
16.51750755,16.59171317,16.35688981,16.3797461,288909600
16.34562492,16.58076107,16.31243655,16.57481331,231952000
16.19815445,16.4376749,16.1433622,16.39415446,276217200
16.52127266,16.55602614,16.15745132,16.19157943,301882000
16.47649574,16.68032293,16.34749789,16.5654144,371968800
16.52408791,16.61457336,16.36910352,16.38820255,238781200
16.63304138,16.67687617,16.52439666,16.62552852,259140000
16.66811562,16.74294496,16.56698372,16.62303006,200062800
16.61770248,16.73323639,16.53473157,16.68157437,185488800
16.60800743,16.6562249,16.47055689,16.62835889,220729600
16.62302208,16.69847843,16.54224167,16.54286872,178584000
16.78489685,16.86786776,16.67531237,16.76485976,279224400
16.80117989,16.82434887,16.65684192,16.7354302,199326400
16.61457253,16.89667363,16.5679202,16.82716668,257742800
16.42796707,16.62208758,16.37505263,16.55633622,237199200
16.49214554,16.59327571,16.46427956,16.52220367,199544800
16.63805199,16.65589859,16.44393151,16.46584807,209647200
16.63367081,16.78959324,16.56290976,16.66498137,224756000
16.55351448,16.67781531,16.51124648,16.59077279,208398400
16.68407822,16.71163151,16.47931297,16.65464712,374046400
16.8819561,16.92297168,16.75264557,16.85784739,355700800
17.06355095,17.08734697,16.89447727,16.95428086,282293200
16.90042877,17.18910631,16.87162473,17.11145779,299768000
16.82779312,16.95428615,16.7545289,16.90794651,222031600
16.80900764,16.87413196,16.72728914,16.85472024,200564000
16.80525398,16.93268509,16.77989116,16.88321522,168669200
16.95898056,16.96586972,16.80618833,16.83718454,200760000
16.98715973,17.01627814,16.91546062,16.98183735,180420800
16.86943054,16.98558979,16.83342465,16.95083632,162344000
16.65120506,16.90731967,16.61238163,16.90137192,275251200
16.38976479,16.62239767,16.3402966,16.53222492,289850400
16.38882828,16.47273892,16.2404187,16.44362051,243888400
16.60424232,16.6095647,16.34437044,16.36378216,206169600
16.3900795,16.66435335,16.38037281,16.61550887,239652000
16.26890755,16.36972504,16.19157172,16.24980685,271717600
16.33372307,16.34875047,16.19376777,16.34061056,205674000
16.21725082,16.33247037,16.00966635,16.28957698,266490000
16.25012589,16.31525019,16.09764635,16.22006774,214765600
16.43578911,16.52408406,16.25607067,16.28111911,284334400
16.63085175,16.6612209,16.40510635,16.44831409,182548800
16.64745522,16.65152517,16.48464354,16.5413136,202563200
16.42984581,16.62960307,16.4204518,16.56479144,394940000
17.77678871,17.84661,17.5563674,17.79056536,759911600
17.90736008,17.90892352,17.65750756,17.6753525,390275200
18.60087204,18.65284675,17.92645655,17.93428545,669485600
18.5457592,18.66004066,18.45746593,18.58990667,337377600
18.47563362,18.76806854,18.46655397,18.55547433,456640800
18.51915359,18.62310135,18.35884681,18.53543342,244048000
18.55359268,18.60431664,18.46373427,18.54607982,191514400
18.81596756,18.81722165,18.47281209,18.47719641,287067200
18.61088181,18.92397899,18.61088181,18.84226054,374564400
18.5457592,18.70105624,18.40173397,18.63718437,282864400
18.51271057,18.714843,18.46264996,18.52089595,230297200
18.43557167,18.45792508,18.27153456,18.40408622,291597600
18.66509056,18.69122222,18.49412753,18.49696248,213208800
18.69437027,18.71892808,18.59802901,18.63895756,159737200
18.6978302,18.8089717,18.63076831,18.65249285,166404000
18.53883743,18.78378834,18.51427962,18.72396851,230846000
18.81243896,18.81306783,18.4311582,18.53285325,276256400
19.03534889,19.12161648,18.80676878,18.82314121,317755200
19.03913498,19.0923433,18.91382539,19.03283789,234836000
19.08950615,19.10178421,18.95569677,19.01142392,196859600
19.11973,19.20096161,19.01992491,19.09863601,200760000
19.33571434,19.35460561,19.09454171,19.11909952,232209600
19.69779205,19.70503245,19.38294428,19.39081522,348866000
19.64678764,19.83002877,19.63954557,19.7100713,315481600
20.00476265,20.05167554,19.76516389,19.76768273,376474000
19.92983437,20.28151802,19.80074654,20.0866277,564020800
19.79288101,19.98745694,19.59925006,19.96006586,369350800
20.07277298,20.11055552,19.78028031,19.78689183,292709200
20.30198669,20.39864578,20.02775468,20.06962992,335482000
20.38163185,20.4452316,20.23239507,20.34542486,303805600
20.32559776,20.50474789,20.29096629,20.46192767,349938400
20.65082932,20.69050013,20.22106352,20.43043625,301660000
20.77204514,20.94836025,20.62217779,20.87783454,251108000
20.68610191,20.88445609,20.60014872,20.74560733,182724000
20.34008217,20.743402,20.25412898,20.72577015,218996000
20.11748123,20.37313803,20.02932366,20.32024247,218100000
20.32024002,20.44145688,20.15494522,20.16816995,142244000
20.29379463,20.43043726,20.23208484,20.3444841,118904000
20.31583405,20.34007742,20.13290739,20.33566862,134056000
20.24530983,20.34228333,20.13070448,20.34007893,142112000
20.03593445,20.39737894,20.03373005,20.24310279,403592000
20.01830292,20.19241364,19.96761177,20.12629505,174776000
19.89708138,20.21885498,19.87724681,20.00066636,156144000
19.91471863,19.98965147,19.75823974,19.88165933,147476000
20.03373146,20.06679076,19.79129941,19.9169234,130516000
20.2717514,20.27615852,20.00507436,20.01609468,256116000
20.48112488,20.65743998,20.29599385,20.29819825,197929200
20.61116028,20.73237715,20.52520711,20.61116028,152892000
20.60234261,20.73016929,20.51638777,20.68829576,113860000
20.72356033,20.73898778,20.54063368,20.64421869,91567200
21.15112305,21.15553017,20.7389874,20.74780333,225872000
21.0144825,21.33405351,20.69932029,21.21724375,260888000
21.02329254,21.14671211,20.88444553,21.03431287,145744000
20.94616127,21.05856223,20.6111628,20.66405836,158744000
20.98583412,21.13349712,20.90649246,21.01668903,136072000
21.25691223,21.35388573,21.08059877,21.12688112,171240000
