Date,Open,High,Low,Close,Volume,Neutral,Positive,Negative
2020-03-18,58.04507047998226,60.52161388588787,57.40353915642415,59.7154655456543,300233600,0.3271124064922333,0.0,0.0
2020-03-19,59.88977664258158,61.20914727493639,58.732603515332364,59.257930755615234,271857200,0.3271124064922333,0.0,0.0
2020-03-20,59.83893112943769,60.96463541715743,55.195714466288855,55.49590301513672,401693200,0.3271124064922333,0.0,0.0
2020-03-23,55.215078862447456,55.31675472983707,51.470001124172114,54.31693649291992,336752800,0.0,0.0,0.3327304820219676
2020-03-24,57.21955717748085,59.96239727698541,56.72085964919753,59.76630783081055,287531200,0.0,0.0,0.3327304820219676
2020-03-25,60.70318009593795,62.518828553443576,59.14172316127237,59.43706893920898,303602000,0.0,0.3333290417989095,0.3327304820219676
2020-03-26,59.679153090462734,62.62292153490078,59.640418371654654,62.564823150634766,252087200,0.3333316246668498,0.3333290417989095,0.0
2020-03-27,61.18735443128492,61.94266302499107,59.80746231049624,59.97450256347656,204216800,0.3333316246668498,0.3333290417989095,0.0
2020-03-30,60.700760441559225,61.85793342734731,60.376361777058186,61.68605041503906,167976400,0.3333316246668498,0.0,0.0
2020-03-31,61.87730177654374,63.54527367451045,61.005789027148815,61.56016540527344,197002000,0.22177916765213013,0.0,0.11111076672871907
2020-04-01,59.67431503612997,60.21174729667696,57.890138928877285,58.32105255126953,176218400,0.3884262243906657,0.16616750756899515,0.11111076672871907
2020-04-02,58.18305551478086,59.34749072840286,57.35027754994336,59.29423141479492,165934000,0.3884262243906657,0.16616750756899515,0.11111076672871907
2020-04-03,58.77857757877801,59.48062664830027,57.851386240541,58.44207763671875,129880000,0.16664705673853555,0.16616750756899515,0.3333311875661214
2020-04-06,60.73948992606154,63.6953634654168,60.371521175046986,63.54043197631836,201820400,0.33332574367523193,0.0,0.3333311875661214
2020-04-07,65.55701102978264,65.77489475614705,62.70039373005676,62.80448913574219,202887200,0.4999848008155823,0.16666664679845175,0.3333311875661214
2020-04-08,63.6057895375852,64.72665094840988,63.24024403318096,64.41194152832031,168895200,0.8333180546760559,0.16666664679845175,0.0
2020-04-09,65.04863383479294,65.38029109822737,64.0802880085237,64.87674713134766,161834800,0.8332526981830597,0.16666664679845175,0.0
2020-04-13,64.95423839605957,66.2590883815932,64.35386112239638,66.150146484375,131022800,0.6665936410427094,0.0,0.0
2020-04-14,67.78417708424807,69.7813894447661,67.31210575297004,69.49088287353516,194994800,0.5554635491636065,0.0,0.11107556025187175
2020-04-15,68.36522365380796,69.31662179135925,67.93673322392213,68.85665893554688,131154400,0.22220316198137072,0.0,0.11107556025187175
2020-04-16,69.57081070155868,69.76932337939922,68.35311605698439,69.40377044677734,157125200,0.22220316198137072,0.0,0.4441624681154887
2020-04-17,68.91959068992213,69.46670842031787,67.02404968637673,68.46204376220703,215250000,0.0,0.0,0.33308690786361694
2020-04-20,67.28794859412912,68.1909265506525,67.02165195482027,67.041015625,130015200,0.0,0.0,0.33308690786361694
2020-04-21,66.88362360128252,67.11844768129173,64.25698494663686,64.96871948242188,180991600,0.0,0.0,0.0
2020-04-22,66.23726476615465,67.2758176226008,65.89592940016834,66.8400650024414,116862400,0.0,0.0,0.0
2020-04-23,66.78442178127418,68.20789201406585,66.54233520802106,66.58106994628906,124814400,0.0,0.0,0.0
2020-04-24,67.10635321481504,68.51287461154938,67.05793297952917,68.50318908691406,126161200,0.0,0.0,0.0
2020-04-27,68.21996344716476,68.88328539052851,67.77210939351758,68.55162811279297,117087600,0.33330269654591876,0.0,0.0
2020-04-28,69.01400698692461,69.19557183776718,67.3484582943587,67.44044494628906,112004800,0.33330269654591876,0.0,0.0
2020-04-29,68.92926597961963,70.12517343259273,68.72591428235458,69.65552520751953,137280800,0.33330269654591876,0.3332916895548503,0.0
2020-04-30,70.195396396661,71.30173342629523,69.8056406949222,71.12500762939453,183064000,0.16663015882174173,0.3332916895548503,0.13719614346822104
2020-05-01,69.29725665776628,72.3838593560598,69.20042354088866,69.97994232177734,240616800,0.499665488799413,0.3332916895548503,0.13719614346822104
2020-05-04,70.00414724151751,71.09837541785019,69.31419932975179,70.9700698852539,133568000,0.8329903980096182,0.0,0.13719614346822104
2020-05-05,71.43003920663523,72.86803354943969,71.28478583493806,72.0352554321289,147751200,0.6663602391878763,0.0,0.0
2020-05-06,72.73728444031273,73.41028439938938,72.3523679150605,72.7784423828125,142333600,0.3333249092102051,0.0,0.0
2020-05-07,73.40546686513248,73.8775384826827,73.102858748214,73.5313491821289,115215200,0.0,0.33332908153533936,0.0
2020-05-08,74.19160117798899,75.33491288731747,73.86389829348582,75.28150939941406,133838400,0.0,0.33332908153533936,0.0
2020-05-11,74.78875574566902,76.96129057605077,74.57999392969896,76.46610260009766,145946400,0.29334259033203125,0.33332908153533936,0.0
2020-05-12,77.15061452744153,77.60211807775983,75.47084560508229,75.59221649169922,162301200,0.5508727331956228,0.0,0.0
2020-05-13,75.77184236444022,76.69426553932014,73.60173033825646,74.67950439453125,200622400,0.8841725289821625,0.0,0.0
2020-05-14,73.91729958475361,75.19897584845612,73.19392643517533,75.13829040527344,158929200,0.9181926945845286,0.0,0.0
2020-05-15,72.90750046179672,74.74019807230623,72.87351305431154,74.69407653808594,166348400,0.8816765348116556,0.11111044883728027,0.0
2020-05-18,76.01945410801251,76.82778105681554,75.32763848421635,76.4539566040039,135178400,0.7135308980941772,0.27777711550394696,0.0
2020-05-19,76.47093934712166,77.31810575212776,75.98060363958615,76.01216125488281,101729600,0.38616814215977985,0.27777711550394696,0.0
2020-05-20,76.8714672558423,77.56085304131686,76.83262768101243,77.49046325683594,111504800,0.4567405780156453,0.16666666666666666,0.0
2020-05-21,77.3521200363698,77.89343703729402,76.67486818992178,76.91275787353516,102688800,0.29158641894658405,0.16666658719380698,0.16666080554326376
2020-05-22,76.65056034866812,77.49045214412094,76.54861296126474,77.40792083740234,81803200,0.29158641894658405,0.4999977747599284,0.16666080554326376
2020-05-26,78.5269651260588,78.70659167112338,76.82777268129091,76.88360595703125,125522000,0.16666634877522787,0.6663411557674408,0.16666080554326376
2020-05-27,76.74040313452282,77.36424398683408,76.00003613296077,77.21859741210938,112945200,0.16666634877522787,0.8277624348799387,0.0
2020-05-28,76.89330301256463,78.51239377679266,76.61658126415462,77.2525634765625,133560800,0.16666634877522787,0.4944312473138173,0.33333198229471844
2020-05-29,77.49531352794295,77.9565214299296,76.82049167356892,77.17732238769531,153532400,0.33332820733388263,0.32808786630630493,0.33333198229471844
