Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883446991443634,0.09926416115370361,0.09883446991443634,0.09883446991443634,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09410790488811285,0.09410790488811285,0.09367821365594864,0.09367821365594864,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.0872321309177717,0.0872321309177717,0.08680244535207748,0.08680244535207748,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895082026720047,0.08938051125918439,0.08895082026720047,0.08895082026720047,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09152976423501968,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711572527885437,0.09754541655726472,0.09711572527885437,0.09711572527885437,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184229910373688,0.10227275915299852,0.10184229910373688,0.10184229910373688,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10613996535539627,0.10656965668158327,0.10613996535539627,0.10613996535539627,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11172590404748917,0.11215559531935464,0.11172590404748917,0.11172590404748917,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203912436962128,0.12246881539447117,0.12203912436962128,0.12203912436962128,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12375795096158981,0.12418764224325607,0.12375795096158981,0.12375795096158981,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117972676152135,0.12117972676152135,0.1207500472664833,0.1207500472664833,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774231632274394,0.11774231632274394,0.11731262505054474,0.11731262505054474,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11860162019729614,0.11946100225480115,0.11860162019729614,0.11860162019729614,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11645316038673156,0.11645316038673156,0.1160234808921814,0.1160234808921814,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11129620060282526,0.11129620060282526,0.11086650937795639,0.11086650937795639,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10656965668158327,0.10656965668158327,0.10613996535539627,0.10613996535539627,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10442116579550684,0.10442116579550684,0.10399148613214493,0.10399148613214493,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10957742482423782,0.11000711596144981,0.10957742482423782,0.10957742482423782,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10957743831317238,0.10957743831317238,0.10871806740760803,0.10871806740760803,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10528057951861594,0.10528057951861594,0.1048508882522583,0.1048508882522583,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1052805706858635,0.10571026191617122,0.1052805706858635,0.1052805706858635,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10742907971143723,0.10828845121215523,0.10742907971143723,0.10742907971143723,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10699935404057641,0.10699935404057641,0.10656966269016266,0.10656966269016266,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11301495879888535,0.11344465004189479,0.11301495879888535,0.11301495879888535,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11000711596144981,0.11000711596144981,0.10957742482423782,0.10957742482423782,30083200,0.0,0.0
